,연료원,전력거래량,Year,Month,Day
776,바이오,101,2021,6,5
777,연료전지,1242,2021,6,5
778,태양광,58,2021,6,5
779,폐기물,406,2021,6,5
780,LNG,13758,2021,6,6
781,바이오,98,2021,6,6
782,연료전지,1237,2021,6,6
783,태양광,60,2021,6,6
784,폐기물,420,2021,6,6
785,LNG,14414,2021,6,7
786,바이오,81,2021,6,7
787,연료전지,1241,2021,6,7
788,태양광,21,2021,6,7
789,폐기물,484,2021,6,7
790,LNG,14325,2021,6,8
791,바이오,99,2021,6,8
792,연료전지,1235,2021,6,8
793,태양광,54,2021,6,8
794,폐기물,468,2021,6,8
795,LNG,13760,2021,6,9
796,바이오,100,2021,6,9
797,연료전지,1239,2021,6,9
798,태양광,62,2021,6,9
799,폐기물,407,2021,6,9
800,LNG,14734,2021,6,10
801,바이오,100,2021,6,10
802,연료전지,1240,2021,6,10
803,태양광,39,2021,6,10
804,폐기물,517,2021,6,10
805,LNG,14541,2021,6,11
806,바이오,93,2021,6,11
807,연료전지,1221,2021,6,11
808,태양광,35,2021,6,11
809,폐기물,533,2021,6,11
810,LNG,14686,2021,6,12
811,바이오,96,2021,6,12
812,연료전지,1205,2021,6,12
813,태양광,67,2021,6,12
814,폐기물,533,2021,6,12
815,LNG,13418,2021,6,13
816,바이오,100,2021,6,13
817,연료전지,1203,2021,6,13
818,태양광,70,2021,6,13
819,폐기물,533,2021,6,13
820,LNG,15204,2021,6,14
821,바이오,96,2021,6,14
822,연료전지,1215,2021,6,14
823,태양광,58,2021,6,14
824,폐기물,509,2021,6,14
825,LNG,15321,2021,6,15
826,바이오,101,2021,6,15
827,연료전지,1237,2021,6,15
828,태양광,20,2021,6,15
829,폐기물,514,2021,6,15
830,LNG,14450,2021,6,16
831,바이오,98,2021,6,16
832,연료전지,1202,2021,6,16
833,태양광,62,2021,6,16
834,폐기물,336,2021,6,16
835,LNG,14902,2021,6,17
836,바이오,69,2021,6,17
837,연료전지,1225,2021,6,17
838,태양광,28,2021,6,17
839,폐기물,443,2021,6,17
840,LNG,14944,2021,6,18
841,바이오,50,2021,6,18
842,연료전지,1224,2021,6,18
843,태양광,15,2021,6,18
844,폐기물,512,2021,6,18
845,LNG,14840,2021,6,19
846,바이오,50,2021,6,19
847,연료전지,1218,2021,6,19
848,태양광,70,2021,6,19
849,폐기물,500,2021,6,19
850,LNG,12065,2021,6,20
851,바이오,49,2021,6,20
852,연료전지,1217,2021,6,20
853,태양광,66,2021,6,20
854,폐기물,523,2021,6,20
855,LNG,9708,2021,6,21
856,바이오,49,2021,6,21
857,연료전지,1212,2021,6,21
858,태양광,66,2021,6,21
859,폐기물,504,2021,6,21
860,LNG,15704,2021,6,22
861,바이오,49,2021,6,22
862,연료전지,1217,2021,6,22
863,태양광,55,2021,6,22
864,폐기물,509,2021,6,22
865,LNG,14346,2021,6,23
866,바이오,49,2021,6,23
867,연료전지,1234,2021,6,23
868,태양광,58,2021,6,23
869,폐기물,519,2021,6,23
870,LNG,15021,2021,6,24
871,바이오,49,2021,6,24
872,연료전지,1236,2021,6,24
873,태양광,57,2021,6,24
874,폐기물,520,2021,6,24
875,LNG,13766,2021,6,25
876,바이오,49,2021,6,25
877,연료전지,1239,2021,6,25
878,태양광,65,2021,6,25
879,폐기물,508,2021,6,25
880,LNG,13427,2021,6,26
881,바이오,50,2021,6,26
882,연료전지,1243,2021,6,26
883,태양광,44,2021,6,26
884,폐기물,527,2021,6,26
885,LNG,12232,2021,6,27
886,바이오,49,2021,6,27
887,연료전지,1239,2021,6,27
888,태양광,68,2021,6,27
889,폐기물,519,2021,6,27
890,LNG,9489,2021,6,28
891,바이오,49,2021,6,28
892,연료전지,1220,2021,6,28
893,태양광,46,2021,6,28
894,폐기물,500,2021,6,28
895,LNG,14948,2021,6,29
896,바이오,49,2021,6,29
897,연료전지,1222,2021,6,29
898,태양광,45,2021,6,29
899,폐기물,505,2021,6,29
900,LNG,13976,2021,6,30
901,바이오,49,2021,6,30
902,연료전지,1234,2021,6,30
903,태양광,48,2021,6,30
904,폐기물,506,2021,6,30
905,LNG,13587,2021,7,1
906,바이오,51,2021,7,1
907,연료전지,1238,2021,7,1
908,태양광,65,2021,7,1
909,폐기물,516,2021,7,1
910,LNG,13428,2021,7,2
911,바이오,60,2021,7,2
912,연료전지,1226,2021,7,2
913,태양광,59,2021,7,2
914,폐기물,526,2021,7,2
915,LNG,13258,2021,7,3
916,바이오,75,2021,7,3
917,연료전지,1187,2021,7,3
918,태양광,23,2021,7,3
919,폐기물,484,2021,7,3
920,LNG,13174,2021,7,4
921,바이오,75,2021,7,4
922,연료전지,1154,2021,7,4
923,태양광,8,2021,7,4
924,폐기물,508,2021,7,4
925,LNG,12803,2021,7,5
926,바이오,84,2021,7,5
927,연료전지,1155,2021,7,5
928,태양광,39,2021,7,5
929,폐기물,463,2021,7,5
930,LNG,14163,2021,7,6
931,바이오,88,2021,7,6
932,연료전지,1198,2021,7,6
933,태양광,54,2021,7,6
934,폐기물,500,2021,7,6
935,LNG,14710,2021,7,7
936,바이오,90,2021,7,7
937,연료전지,1224,2021,7,7
938,태양광,36,2021,7,7
939,폐기물,490,2021,7,7
940,LNG,14542,2021,7,8
941,바이오,89,2021,7,8
942,연료전지,1223,2021,7,8
943,태양광,42,2021,7,8
944,폐기물,480,2021,7,8
945,LNG,14508,2021,7,9
946,바이오,91,2021,7,9
947,연료전지,1216,2021,7,9
948,태양광,44,2021,7,9
949,폐기물,471,2021,7,9
950,LNG,14010,2021,7,10
951,바이오,94,2021,7,10
952,연료전지,1221,2021,7,10
953,태양광,49,2021,7,10
954,폐기물,481,2021,7,10
955,LNG,13726,2021,7,11
956,바이오,95,2021,7,11
957,연료전지,1207,2021,7,11
958,태양광,22,2021,7,11
959,폐기물,489,2021,7,11
960,LNG,14809,2021,7,12
961,바이오,92,2021,7,12
962,연료전지,1203,2021,7,12
963,태양광,51,2021,7,12
964,폐기물,459,2021,7,12
965,LNG,14959,2021,7,13
966,바이오,94,2021,7,13
967,연료전지,1213,2021,7,13
968,태양광,36,2021,7,13
969,폐기물,457,2021,7,13
970,LNG,15020,2021,7,14
971,바이오,95,2021,7,14
972,연료전지,1208,2021,7,14
973,태양광,55,2021,7,14
974,폐기물,393,2021,7,14
975,LNG,14769,2021,7,15
976,바이오,88,2021,7,15
977,연료전지,1163,2021,7,15
978,태양광,53,2021,7,15
979,폐기물,302,2021,7,15
980,LNG,14526,2021,7,16
981,바이오,82,2021,7,16
982,연료전지,1126,2021,7,16
983,태양광,70,2021,7,16
984,폐기물,199,2021,7,16
985,LNG,14247,2021,7,17
986,바이오,90,2021,7,17
987,연료전지,1149,2021,7,17
988,태양광,61,2021,7,17
989,폐기물,134,2021,7,17
990,LNG,14409,2021,7,18
991,바이오,96,2021,7,18
992,연료전지,1149,2021,7,18
993,태양광,64,2021,7,18
994,폐기물,241,2021,7,18
995,LNG,15099,2021,7,19
996,바이오,84,2021,7,19
997,연료전지,1152,2021,7,19
998,태양광,37,2021,7,19
999,폐기물,419,2021,7,19
1000,LNG,15569,2021,7,20
1001,바이오,97,2021,7,20
1002,연료전지,1156,2021,7,20
1003,태양광,52,2021,7,20
1004,폐기물,366,2021,7,20
1005,LNG,14776,2021,7,21
1006,바이오,98,2021,7,21
1007,연료전지,1152,2021,7,21
1008,태양광,70,2021,7,21
1009,폐기물,454,2021,7,21
1010,LNG,14099,2021,7,22
1011,바이오,90,2021,7,22
1012,연료전지,1205,2021,7,22
1013,태양광,71,2021,7,22
1014,폐기물,459,2021,7,22
1015,LNG,14389,2021,7,23
1016,바이오,87,2021,7,23
1017,연료전지,1200,2021,7,23
1018,태양광,67,2021,7,23
1019,폐기물,441,2021,7,23
1020,LNG,15587,2021,7,24
1021,바이오,92,2021,7,24
1022,연료전지,1189,2021,7,24
1023,태양광,67,2021,7,24
1024,폐기물,449,2021,7,24
1025,LNG,12325,2021,7,25
1026,바이오,89,2021,7,25
1027,연료전지,1176,2021,7,25
1028,태양광,68,2021,7,25
1029,폐기물,367,2021,7,25
1030,LNG,15035,2021,7,26
1031,바이오,91,2021,7,26
1032,연료전지,1175,2021,7,26
1033,태양광,66,2021,7,26
1034,폐기물,143,2021,7,26
1035,LNG,15886,2021,7,27
1036,바이오,98,2021,7,27
1037,연료전지,1189,2021,7,27
1038,태양광,66,2021,7,27
1039,폐기물,133,2021,7,27
1040,LNG,15120,2021,7,28
1041,바이오,95,2021,7,28
1042,연료전지,1202,2021,7,28
1043,태양광,53,2021,7,28
1044,폐기물,217,2021,7,28
1045,LNG,15115,2021,7,29
1046,바이오,82,2021,7,29
1047,연료전지,1205,2021,7,29
1048,태양광,46,2021,7,29
1049,폐기물,366,2021,7,29
1050,LNG,14895,2021,7,30
1051,바이오,87,2021,7,30
1052,연료전지,1210,2021,7,30
1053,태양광,58,2021,7,30
1054,폐기물,351,2021,7,30
1055,LNG,14784,2021,7,31
1056,바이오,89,2021,7,31
1057,연료전지,1207,2021,7,31
1058,태양광,53,2021,7,31
1059,폐기물,381,2021,7,31
1060,LNG,15327,2021,8,1
1061,바이오,81,2021,8,1
1062,연료전지,1207,2021,8,1
1063,태양광,24,2021,8,1
1064,폐기물,381,2021,8,1
1065,LNG,14000,2021,8,2
1066,바이오,71,2021,8,2
1067,연료전지,1208,2021,8,2
1068,태양광,29,2021,8,2
1069,폐기물,350,2021,8,2
1070,LNG,14204,2021,8,3
1071,바이오,70,2021,8,3
1072,연료전지,1211,2021,8,3
1073,태양광,47,2021,8,3
1074,폐기물,368,2021,8,3
1075,LNG,14600,2021,8,4
1076,바이오,85,2021,8,4
1077,연료전지,1214,2021,8,4
1078,태양광,54,2021,8,4
1079,폐기물,365,2021,8,4
1080,LNG,14971,2021,8,5
1081,바이오,90,2021,8,5
1082,연료전지,1217,2021,8,5
1083,태양광,53,2021,8,5
1084,폐기물,372,2021,8,5
1085,LNG,15291,2021,8,6
1086,바이오,70,2021,8,6
1087,연료전지,1212,2021,8,6
1088,태양광,49,2021,8,6
1089,폐기물,367,2021,8,6
1090,LNG,15139,2021,8,7
1091,바이오,82,2021,8,7
1092,연료전지,1191,2021,8,7
1093,태양광,64,2021,8,7
1094,폐기물,371,2021,8,7
1095,LNG,14775,2021,8,8
1096,바이오,80,2021,8,8
1097,연료전지,1187,2021,8,8
1098,태양광,37,2021,8,8
1099,폐기물,362,2021,8,8
1100,LNG,14538,2021,8,9
1101,바이오,80,2021,8,9
1102,연료전지,1205,2021,8,9
1103,태양광,63,2021,8,9
1104,폐기물,393,2021,8,9
1105,LNG,15406,2021,8,10
1106,바이오,82,2021,8,10
1107,연료전지,1222,2021,8,10
1108,태양광,59,2021,8,10
1109,폐기물,531,2021,8,10
1110,LNG,14851,2021,8,11
1111,바이오,76,2021,8,11
1112,연료전지,1221,2021,8,11
1113,태양광,54,2021,8,11
1114,폐기물,538,2021,8,11
1115,LNG,15128,2021,8,12
1116,바이오,76,2021,8,12
1117,연료전지,1213,2021,8,12
1118,태양광,49,2021,8,12
1119,폐기물,544,2021,8,12
1120,LNG,14465,2021,8,13
1121,바이오,75,2021,8,13
1122,연료전지,1215,2021,8,13
1123,태양광,36,2021,8,13
1124,폐기물,528,2021,8,13
1125,LNG,10099,2021,8,14
1126,바이오,86,2021,8,14
1127,연료전지,1221,2021,8,14
1128,태양광,48,2021,8,14
1129,폐기물,531,2021,8,14
1130,LNG,15230,2021,8,15
1131,바이오,85,2021,8,15
1132,연료전지,1220,2021,8,15
1133,태양광,69,2021,8,15
1134,폐기물,486,2021,8,15
1135,LNG,15285,2021,8,16
1136,바이오,81,2021,8,16
1137,연료전지,1217,2021,8,16
1138,태양광,66,2021,8,16
1139,폐기물,456,2021,8,16
1140,LNG,15174,2021,8,17
1141,바이오,70,2021,8,17
1142,연료전지,1221,2021,8,17
1143,태양광,65,2021,8,17
1144,폐기물,504,2021,8,17
1145,LNG,14477,2021,8,18
1146,바이오,74,2021,8,18
1147,연료전지,1222,2021,8,18
1148,태양광,53,2021,8,18
1149,폐기물,500,2021,8,18
1150,LNG,14410,2021,8,19
1151,바이오,75,2021,8,19
1152,연료전지,1220,2021,8,19
1153,태양광,65,2021,8,19
1154,폐기물,541,2021,8,19
1155,LNG,14618,2021,8,20
1156,바이오,67,2021,8,20
1157,연료전지,1215,2021,8,20
1158,태양광,47,2021,8,20
1159,폐기물,528,2021,8,20
1160,LNG,14268,2021,8,21
1161,바이오,71,2021,8,21
1162,연료전지,1208,2021,8,21
1163,태양광,17,2021,8,21
1164,폐기물,529,2021,8,21
1165,LNG,13904,2021,8,22
1166,바이오,67,2021,8,22
1167,연료전지,1207,2021,8,22
1168,태양광,32,2021,8,22
1169,폐기물,523,2021,8,22
1170,LNG,14541,2021,8,23
1171,바이오,70,2021,8,23
1172,연료전지,1208,2021,8,23
1173,태양광,13,2021,8,23
1174,폐기물,538,2021,8,23
1175,LNG,15090,2021,8,24
1176,바이오,74,2021,8,24
1177,연료전지,1208,2021,8,24
1178,태양광,17,2021,8,24
1179,폐기물,524,2021,8,24
1180,LNG,15371,2021,8,25
1181,바이오,65,2021,8,25
1182,연료전지,1206,2021,8,25
1183,태양광,32,2021,8,25
1184,폐기물,501,2021,8,25
1185,LNG,15191,2021,8,26
1186,바이오,64,2021,8,26
1187,연료전지,1198,2021,8,26
1188,태양광,29,2021,8,26
1189,폐기물,522,2021,8,26
1190,LNG,15232,2021,8,27
1191,바이오,70,2021,8,27
1192,연료전지,1208,2021,8,27
1193,태양광,9,2021,8,27
1194,폐기물,529,2021,8,27
1195,LNG,6732,2021,8,28
1196,바이오,64,2021,8,28
1197,연료전지,1203,2021,8,28
1198,태양광,51,2021,8,28
1199,폐기물,450,2021,8,28
1200,LNG,9140,2021,8,29
1201,바이오,73,2021,8,29
1202,연료전지,1190,2021,8,29
1203,태양광,31,2021,8,29
1204,폐기물,521,2021,8,29
1205,LNG,14945,2021,8,30
1206,바이오,66,2021,8,30
1207,연료전지,1170,2021,8,30
1208,태양광,39,2021,8,30
1209,폐기물,499,2021,8,30
1210,LNG,14872,2021,8,31
1211,바이오,63,2021,8,31
1212,연료전지,1201,2021,8,31
1213,태양광,6,2021,8,31
1214,폐기물,444,2021,8,31
1215,LNG,15393,2021,9,1
1216,바이오,68,2021,9,1
1217,연료전지,1208,2021,9,1
1218,태양광,21,2021,9,1
1219,폐기물,512,2021,9,1
1220,LNG,14786,2021,9,2
1221,바이오,51,2021,9,2
1222,연료전지,1210,2021,9,2
1223,태양광,39,2021,9,2
1224,폐기물,532,2021,9,2
1225,LNG,14622,2021,9,3
1226,바이오,71,2021,9,3
1227,연료전지,1214,2021,9,3
1228,태양광,74,2021,9,3
1229,폐기물,526,2021,9,3
1230,LNG,14735,2021,9,4
1231,바이오,70,2021,9,4
1232,연료전지,1219,2021,9,4
1233,태양광,66,2021,9,4
1234,폐기물,528,2021,9,4
1235,LNG,14602,2021,9,5
1236,바이오,70,2021,9,5
1237,연료전지,1219,2021,9,5
1238,태양광,49,2021,9,5
1239,폐기물,517,2021,9,5
1240,LNG,10907,2021,9,6
1241,바이오,69,2021,9,6
1242,연료전지,1219,2021,9,6
1243,태양광,38,2021,9,6
1244,폐기물,539,2021,9,6
1245,LNG,15486,2021,9,7
1246,바이오,66,2021,9,7
1247,연료전지,1218,2021,9,7
1248,태양광,8,2021,9,7
1249,폐기물,544,2021,9,7
1250,LNG,14497,2021,9,8
1251,바이오,77,2021,9,8
1252,연료전지,1203,2021,9,8
1253,태양광,66,2021,9,8
1254,폐기물,537,2021,9,8
1255,LNG,15531,2021,9,9
1256,바이오,81,2021,9,9
1257,연료전지,1217,2021,9,9
1258,태양광,60,2021,9,9
1259,폐기물,542,2021,9,9
1260,LNG,15496,2021,9,10
1261,바이오,71,2021,9,10
1262,연료전지,918,2021,9,10
1263,태양광,52,2021,9,10
1264,폐기물,550,2021,9,10
1265,LNG,7880,2021,9,11
1266,바이오,61,2021,9,11
1267,연료전지,1096,2021,9,11
1268,태양광,65,2021,9,11
1269,폐기물,533,2021,9,11
1270,LNG,7645,2021,9,12
1271,바이오,70,2021,9,12
1272,연료전지,1164,2021,9,12
1273,태양광,71,2021,9,12
1274,폐기물,539,2021,9,12
1275,LNG,11960,2021,9,13
1276,바이오,74,2021,9,13
1277,연료전지,1172,2021,9,13
1278,태양광,58,2021,9,13
1279,폐기물,515,2021,9,13
1280,LNG,15846,2021,9,14
1281,바이오,86,2021,9,14
1282,연료전지,1188,2021,9,14
1283,태양광,69,2021,9,14
1284,폐기물,528,2021,9,14
1285,LNG,15199,2021,9,15
1286,바이오,72,2021,9,15
1287,연료전지,1189,2021,9,15
1288,태양광,71,2021,9,15
1289,폐기물,527,2021,9,15
1290,LNG,15707,2021,9,16
1291,바이오,80,2021,9,16
1292,연료전지,1198,2021,9,16
1293,태양광,64,2021,9,16
1294,폐기물,397,2021,9,16
1295,LNG,15834,2021,9,17
1296,바이오,64,2021,9,17
1297,연료전지,1201,2021,9,17
1298,태양광,56,2021,9,17
1299,폐기물,503,2021,9,17
1300,LNG,15345,2021,9,18
1301,바이오,67,2021,9,18
1302,연료전지,1210,2021,9,18
1303,태양광,68,2021,9,18
1304,폐기물,554,2021,9,18
1305,LNG,15590,2021,9,19
1306,바이오,75,2021,9,19
1307,연료전지,1210,2021,9,19
1308,태양광,45,2021,9,19
1309,폐기물,544,2021,9,19
1310,LNG,14825,2021,9,20
1311,바이오,75,2021,9,20
1312,연료전지,1210,2021,9,20
1313,태양광,65,2021,9,20
1314,폐기물,530,2021,9,20
1315,LNG,15104,2021,9,21
1316,바이오,65,2021,9,21
1317,연료전지,1209,2021,9,21
1318,태양광,40,2021,9,21
1319,폐기물,477,2021,9,21
1320,LNG,14783,2021,9,22
1321,바이오,56,2021,9,22
1322,연료전지,1209,2021,9,22
1323,태양광,53,2021,9,22
1324,폐기물,424,2021,9,22
1325,LNG,14742,2021,9,23
1326,바이오,70,2021,9,23
1327,연료전지,1212,2021,9,23
1328,태양광,51,2021,9,23
1329,폐기물,440,2021,9,23
1330,LNG,15214,2021,9,24
1331,바이오,71,2021,9,24
1332,연료전지,1211,2021,9,24
1333,태양광,64,2021,9,24
1334,폐기물,520,2021,9,24
1335,LNG,15677,2021,9,25
1336,바이오,69,2021,9,25
1337,연료전지,1212,2021,9,25
1338,태양광,24,2021,9,25
1339,폐기물,533,2021,9,25
1340,LNG,15039,2021,9,26
1341,바이오,63,2021,9,26
1342,연료전지,1211,2021,9,26
1343,태양광,57,2021,9,26
1344,폐기물,520,2021,9,26
1345,LNG,15617,2021,9,27
1346,바이오,65,2021,9,27
1347,연료전지,1211,2021,9,27
1348,태양광,38,2021,9,27
1349,폐기물,549,2021,9,27
1350,LNG,16403,2021,9,28
1351,바이오,58,2021,9,28
1352,연료전지,1210,2021,9,28
1353,태양광,28,2021,9,28
1354,폐기물,533,2021,9,28
1355,LNG,16334,2021,9,29
1356,바이오,72,2021,9,29
1357,연료전지,1210,2021,9,29
1358,태양광,9,2021,9,29
1359,폐기물,531,2021,9,29
1360,LNG,15342,2021,9,30
1361,바이오,73,2021,9,30
1362,연료전지,1206,2021,9,30
1363,태양광,60,2021,9,30
1364,폐기물,538,2021,9,30
1365,LNG,14305,2021,10,1
1366,바이오,69,2021,10,1
1367,연료전지,1192,2021,10,1
1368,태양광,63,2021,10,1
1369,폐기물,527,2021,10,1
1370,LNG,14577,2021,10,2
1371,바이오,73,2021,10,2
1372,연료전지,1180,2021,10,2
1373,태양광,57,2021,10,2
1374,폐기물,545,2021,10,2
1375,LNG,14820,2021,10,3
1376,바이오,74,2021,10,3
1377,연료전지,1179,2021,10,3
1378,태양광,60,2021,10,3
1379,폐기물,501,2021,10,3
1380,LNG,15534,2021,10,4
1381,바이오,71,2021,10,4
1382,연료전지,1179,2021,10,4
1383,태양광,11,2021,10,4
1384,폐기물,496,2021,10,4
1385,LNG,15028,2021,10,5
1386,바이오,74,2021,10,5
1387,연료전지,1177,2021,10,5
1388,태양광,29,2021,10,5
1389,폐기물,483,2021,10,5
1390,LNG,15501,2021,10,6
1391,바이오,76,2021,10,6
1392,연료전지,1199,2021,10,6
1393,태양광,8,2021,10,6
1394,폐기물,346,2021,10,6
1395,LNG,15469,2021,10,7
1396,바이오,74,2021,10,7
1397,연료전지,1141,2021,10,7
1398,태양광,16,2021,10,7
1399,폐기물,416,2021,10,7
1400,LNG,15321,2021,10,8
1401,바이오,76,2021,10,8
1402,연료전지,1134,2021,10,8
1403,태양광,10,2021,10,8
1404,폐기물,457,2021,10,8
1405,LNG,14681,2021,10,9
1406,바이오,80,2021,10,9
1407,연료전지,1173,2021,10,9
1408,태양광,23,2021,10,9
1409,폐기물,458,2021,10,9
1410,LNG,7386,2021,10,10
1411,바이오,80,2021,10,10
1412,연료전지,1189,2021,10,10
1413,태양광,10,2021,10,10
1414,폐기물,471,2021,10,10
1415,LNG,7241,2021,10,11
1416,바이오,74,2021,10,11
1417,연료전지,1168,2021,10,11
1418,태양광,29,2021,10,11
1419,폐기물,466,2021,10,11
1420,LNG,7578,2021,10,12
1421,바이오,86,2021,10,12
1422,연료전지,1151,2021,10,12
1423,태양광,29,2021,10,12
1424,폐기물,455,2021,10,12
1425,LNG,7719,2021,10,13
1426,바이오,91,2021,10,13
1427,연료전지,1164,2021,10,13
1428,태양광,61,2021,10,13
1429,폐기물,437,2021,10,13
1430,LNG,7833,2021,10,14
1431,바이오,86,2021,10,14
1432,연료전지,1160,2021,10,14
1433,태양광,49,2021,10,14
1434,폐기물,443,2021,10,14
1435,LNG,7997,2021,10,15
1436,바이오,83,2021,10,15
1437,연료전지,1164,2021,10,15
1438,태양광,26,2021,10,15
1439,폐기물,439,2021,10,15
1440,LNG,7532,2021,10,16
1441,바이오,97,2021,10,16
1442,연료전지,1171,2021,10,16
1443,태양광,31,2021,10,16
1444,폐기물,298,2021,10,16
1445,LNG,7683,2021,10,17
1446,바이오,76,2021,10,17
1447,연료전지,1171,2021,10,17
1448,태양광,73,2021,10,17
1449,폐기물,263,2021,10,17
1450,LNG,7934,2021,10,18
1451,바이오,73,2021,10,18
1452,연료전지,1165,2021,10,18
1453,태양광,47,2021,10,18
1454,폐기물,250,2021,10,18
1455,LNG,8060,2021,10,19
1456,바이오,63,2021,10,19
1457,연료전지,1162,2021,10,19
1458,태양광,47,2021,10,19
1459,폐기물,273,2021,10,19
1460,LNG,0,2021,10,20
1461,바이오,76,2021,10,20
1462,연료전지,993,2021,10,20
1463,태양광,64,2021,10,20
1464,폐기물,366,2021,10,20
1465,LNG,0,2021,10,21
1466,바이오,67,2021,10,21
1467,연료전지,1015,2021,10,21
1468,태양광,50,2021,10,21
1469,폐기물,292,2021,10,21
1470,LNG,0,2021,10,22
1471,바이오,49,2021,10,22
1472,연료전지,1026,2021,10,22
1473,태양광,63,2021,10,22
1474,폐기물,372,2021,10,22
1475,LNG,275,2021,10,23
1476,바이오,39,2021,10,23
1477,연료전지,1008,2021,10,23
1478,태양광,63,2021,10,23
1479,폐기물,381,2021,10,23
1480,LNG,404,2021,10,24
1481,바이오,48,2021,10,24
1482,연료전지,1000,2021,10,24
1483,태양광,62,2021,10,24
1484,폐기물,361,2021,10,24
1485,LNG,78,2021,10,25
1486,바이오,43,2021,10,25
1487,연료전지,937,2021,10,25
1488,태양광,62,2021,10,25
1489,폐기물,306,2021,10,25
1490,LNG,0,2021,10,26
1491,바이오,39,2021,10,26
1492,연료전지,903,2021,10,26
1493,태양광,49,2021,10,26
1494,폐기물,320,2021,10,26
1495,LNG,0,2021,10,27
1496,바이오,40,2021,10,27
1497,연료전지,844,2021,10,27
1498,태양광,54,2021,10,27
1499,폐기물,307,2021,10,27
1500,LNG,0,2021,10,28
1501,바이오,23,2021,10,28
1502,연료전지,919,2021,10,28
1503,태양광,62,2021,10,28
1504,폐기물,322,2021,10,28
1505,LNG,0,2021,10,29
1506,바이오,44,2021,10,29
1507,연료전지,926,2021,10,29
1508,태양광,54,2021,10,29
1509,폐기물,291,2021,10,29
1510,LNG,0,2021,10,30
1511,바이오,35,2021,10,30
1512,연료전지,955,2021,10,30
1513,태양광,27,2021,10,30
1514,폐기물,334,2021,10,30
1515,LNG,0,2021,10,31
1516,바이오,55,2021,10,31
1517,연료전지,953,2021,10,31
1518,태양광,46,2021,10,31
1519,폐기물,318,2021,10,31
